"y";"c";"ncomp";"nperc";"area3";"sex";"anasc";"eta";"yearedu"
25216,086458;19200;2;1;1;1;1974;40;13
7411,4791224;14900;2;1;1;2;1975;39;11
50426,877971;37200;2;2;1;1;1949;65;11
9901,0995845;13380;1;1;1;1;1948;66;8
47026,964035;51200;3;2;1;2;1943;71;13
33407,567909;25500;1;1;1;1;1956;58;13
18142,505975;17500;1;1;1;2;1943;71;5
25805,2347;23400;1;1;1;1;1940;74;13
37304,764866;34000;4;2;1;1;1973;41;8
16002,565697;14130;2;1;1;2;1967;47;11
32818,243593;28100;2;2;1;1;1943;71;5
17000;18696;2;1;1;2;1972;42;8
16506,230979;12120;1;1;1;2;1990;24;13
20169,13994;18700;1;1;1;1;1948;66;8
54330,999189;33400;3;3;1;2;1947;67;5
15934,188508;14400;1;1;1;2;1943;71;5
33961,986022;20900;2;2;1;1;1939;75;5
15430;12700;2;1;1;1;1937;77;8
23351,99488;19000;2;1;1;2;1947;67;5
38413,661038;25670;2;2;1;2;1957;57;8
24197,416483;27550;2;1;1;1;1954;60;8
15860;16470;2;1;1;1;1948;66;8
17237,515637;13550;1;1;1;2;1948;66;8
20001,223196;20100;1;1;1;1;1983;31;8
52914,891332;38069,6;5;2;1;2;1981;33;18
19021,109985;16300;1;1;1;1;1996;18;13
18901,832641;13200;1;1;1;2;1930;84;0
24006,45595;14400;1;1;1;1;1986;28;18
49701,851786;41600;1;1;1;1;1978;36;21
40833,354062;31600;2;2;1;1;1946;68;16
18011,415034;19470;1;1;1;1;1971;43;8
17008,113653;14420;1;1;1;1;1991;23;8
18008,12325;16520;3;1;1;2;1993;21;13
17686,919712;16560;1;1;1;2;1935;79;5
4225,2284544;14400;2;1;1;2;1967;47;13
20272,525577;18400;2;1;1;1;1951;63;8
18049,310798;10800;4;2;1;2;1968;46;11
13814,661126;7700;1;1;1;2;1925;89;5
77845,125704;48200;1;1;1;1;1949;65;18
12722,620034;11700;1;1;1;2;1965;49;18
9801,7540135;11800;2;1;1;2;1963;51;13
7000,808262;6000;1;1;1;1;1978;36;8
11936,098667;15000;1;1;1;2;1934;80;0
24411,849366;20000;1;1;1;2;1935;79;5
23753,917447;13800;1;1;1;2;1929;85;5
21147,958543;17720;1;1;1;2;1937;77;11
29063,857269;38000;2;1;1;1;1954;60;11
33623,004069;28600;3;1;1;1;1955;59;8
39307,330563;15600;2;2;1;1;1948;66;8
24034,573128;24800;3;1;1;2;1959;55;8
26434,093216;27200;4;1;1;2;1967;47;13
31723,79843;33600;1;1;1;1;1947;67;13
23974,228805;13800;1;1;1;2;1930;84;5
43060,868659;30600;2;2;1;1;1959;55;11
27695,199608;16800;2;1;1;2;1944;70;8
18910,924245;12000;2;1;1;2;1932;82;5
23525,181399;32320;2;2;1;2;1945;69;5
13321,183905;19000;2;2;1;1;1941;73;8
39894,700481;14400;2;2;1;1;1944;70;8
53556,028812;33600;4;2;1;1;1951;63;13
45837,173088;16800;2;1;1;2;1956;58;18
31248,0955;18600;2;2;1;2;1956;58;13
21185,793561;19200;1;1;1;1;1950;64;8
19325,394182;18560;2;1;1;2;1947;67;5
34322,904384;31700;2;2;1;1;1938;76;13
31458,778126;27510;2;2;1;1;1939;75;5
26520,017515;27550;1;1;1;1;1959;55;11
18367,363671;16560;1;1;1;2;1924;90;5
14977,814861;13440;1;1;1;2;1936;78;5
38412,461957;48400;3;2;1;1;1971;43;11
25841,161085;18960;3;2;1;1;1954;60;11
20454,646516;18750;1;1;1;2;1936;78;5
29006,597507;26640;4;1;1;1;1976;38;8
46536,652815;14400;3;3;1;1;1948;66;8
40120,95429;12000;5;2;1;1;1970;44;11
51727,247455;29900;4;4;1;1;1965;49;8
63405,86445;9000;2;2;1;1;1962;52;13
49373,30563;14400;3;3;1;1;1962;52;8
6660,4661493;8900;4;1;1;2;1971;43;8
54924,619572;26200;4;3;1;1;1967;47;13
38073,30563;11200;4;2;1;1;1974;40;11
51173,30563;26500;5;3;1;1;1977;37;13
40509,958446;21600;4;2;1;1;1967;47;16
57397,925202;19600;4;1;1;1;1977;37;16
24450;12000;3;2;1;2;1968;46;8
75876,970912;13300;4;2;1;2;1979;35;8
33495,444616;10800;4;2;1;2;1986;28;13
30218,326408;7800;4;2;1;1;1976;38;11
14689,099584;20230;3;2;1;1;1939;75;5
18016,338909;18290;1;1;1;2;1927;87;5
24008,152065;22700;1;1;1;2;1925;89;8
36609,852135;31800;1;1;1;1;1930;84;13
19344,607913;16800;1;1;1;2;1930;84;5
35785,362373;31400;2;2;1;2;1945;69;5
10402,368642;9600;1;1;1;2;1920;94;5
19664,456507;17700;1;1;1;2;1948;66;5
30133,541788;23600;1;1;1;1;1928;86;8
14319,067505;15840;1;1;1;2;1923;91;5
31748,298434;39600;1;1;1;2;1922;92;8
23847,11665;23535;1;1;1;1;1944;70;8
16812,828485;15600;1;1;1;1;1924;90;8
51963,366524;62600;2;2;1;1;1941;73;8
20445,728151;13200;1;1;1;1;1948;66;5
26627,036109;26450;2;2;1;1;1928;86;5
17364;21300;1;1;1;2;1931;83;5
20923,221896;20100;1;1;1;2;1919;95;11
30569,646233;35120;3;2;1;2;1957;57;8
24225,606971;21000;1;1;1;1;1942;72;8
50645,247782;39600;2;2;1;1;1946;68;8
30118,199169;17528;8;2;1;2;1964;50;5
24760,484206;20940;1;1;1;2;1943;71;8
17564,884528;18600;1;1;1;2;1925;89;8
113683,98899;38100;1;1;1;1;1947;67;18
21254,932225;20450;2;1;1;1;1951;63;8
23392,743472;14400;1;1;1;1;1952;62;11
251572,92139;205600;2;2;1;1;1969;45;18
21402,565697;20400;1;1;1;2;1948;66;11
54749,523408;17100;2;2;1;1;1954;60;13
22363,864518;9600;1;1;1;2;1950;64;8
60734,919226;43800;2;2;1;1;1936;78;18
58520,793907;41569,6;4;2;1;1;1968;46;8
45899,195474;18000;2;2;1;2;1932;82;8
41717,502582;27000;1;1;1;2;1956;58;13
34649,826367;31320;4;1;1;2;1968;46;13
12602,343694;9600;1;1;1;2;1940;74;13
44865,146388;21600;4;2;1;2;1958;56;13
31618,034604;30400;1;1;1;1;1967;47;13
41132,828365;41310;4;2;1;2;1971;43;8
25085,239369;23000;4;1;1;1;1972;42;8
14600;11650;1;1;1;2;1949;65;8
32286,350171;23400;3;2;1;1;1945;69;5
101053,94182;35100;4;2;1;1;1970;44;18
20406,094612;27200;4;1;1;1;1963;51;13
8010,4408904;11400;1;1;1;1;1971;43;8
7140;7300;1;1;1;1;1961;53;8
18420,395562;10800;1;1;1;1;1982;32;13
17400;15800;1;1;1;2;1977;37;11
71635,34615;15000;1;1;1;1;1968;46;13
7000;17600;1;1;1;1;1956;58;8
16405,994924;19920;1;1;1;2;1963;51;8
17686,597507;18280;1;1;1;1;1951;63;8
40278,758455;27400;3;2;1;1;1975;39;8
11012,124174;9600;1;1;1;1;1982;32;8
18002,281708;25160;3;1;1;2;1975;39;8
16805,748628;13200;1;1;1;2;1962;52;11
29800,710407;19350;1;1;1;1;1948;66;13
20820,291482;8400;1;1;1;2;1974;40;8
14505,978105;13400;1;1;1;2;1981;33;13
49321,600658;42500;3;2;1;1;1953;61;13
15015,264928;21540;4;1;1;1;1973;41;13
23007,697091;24520;2;2;1;2;1977;37;13
14104,398338;15020;1;1;1;1;1993;21;8
30038,045393;18400;1;1;1;1;1971;43;18
21314,294598;22980;1;1;1;1;1971;43;13
23916,693033;22280;2;2;1;2;1961;53;11
23390,86397;20650;2;1;1;2;1963;51;8
38457,662411;33330;2;2;1;1;1935;79;13
69234,032751;48300;3;3;1;2;1951;63;13
55813,725046;50600;2;2;1;2;1947;67;13
34094,377671;24879;1;1;1;2;1950;64;13
55945,962134;42900;3;2;1;2;1970;44;13
17057,123288;15000;1;1;1;2;1950;64;8
17555,497922;15060;1;1;1;1;1972;42;13
52814,661126;49600;4;2;1;2;1971;43;16
16909,163204;16050;1;1;1;2;1962;52;13
29449,529732;26640;5;2;1;1;1958;56;8
16555,681186;15620;5;1;1;2;1977;37;11
26705,893895;23650;1;1;1;2;1972;42;13
25565,597507;24190;6;3;1;1;1977;37;13
20609,529732;23380;1;1;1;2;1985;29;16
64802,701313;55350;3;2;1;1;1977;37;18
19534,985787;11760;1;1;1;1;1921;93;5
25509,162135;7880;1;1;1;2;1940;74;8
62928,752168;69220;2;2;1;1;1949;65;13
46479,563905;20740;1;1;1;1;1973;41;8
52098,613669;16070;1;1;1;1;1971;43;18
32046,023798;11150;1;1;1;1;1980;34;13
36095,478383;14150;4;3;1;1;1959;55;8
11506,597507;14640;3;1;1;2;1974;40;13
28956,690253;19304;2;2;1;1;1984;30;13
28911,073118;25800;2;2;1;1;1959;55;11
19205,765267;16680;2;1;1;1;1937;77;11
43795,094432;23400;2;2;1;1;1933;81;13
16188;11600;1;1;1;2;1933;81;5
30025,656971;41000;2;1;1;1;1937;77;8
13501,366649;22200;4;2;1;1;1961;53;8
44662,779683;19300;2;2;1;1;1929;85;8
28089,717246;21900;1;1;1;2;1969;45;18
25000;19400;3;2;1;2;1985;29;11
13200;13180;1;1;1;2;1945;69;5
3600;11600;2;1;1;2;1973;41;0
15001,538372;15920;1;1;1;2;1977;37;13
20001,875095;32120;1;1;1;2;1969;45;13
4800;8400;1;1;1;1;1984;30;18
4800;13000;1;1;1;2;1975;39;11
17459,471104;14600;1;1;1;2;1939;75;8
31350,883033;20900;1;1;1;1;1941;73;13
29453,385217;16400;2;1;1;1;1939;75;8
30451,661126;18000;2;2;1;2;1932;82;5
21628,839463;19400;1;1;1;2;1951;63;11
27263,983378;44200;2;1;1;1;1929;85;8
19817,615475;16400;1;1;1;1;1981;33;11
24921,991689;15800;1;1;1;1;1950;64;11
23640,325367;6000;1;1;1;1;1978;36;11
5032,8883822;16800;1;1;1;2;1969;45;11
26821,991689;15200;2;1;1;1;1972;42;8
32107,330563;19100;2;2;1;1;1965;49;11
5897,9056636;7200;1;1;1;1;1980;34;13
15000;12600;1;1;1;2;1987;27;8
29601,873222;12088;2;1;1;2;1993;21;11
25494,929395;21269,6;1;1;1;2;1958;56;13
2400;6000;1;1;1;1;1954;60;11
26810,847498;18100;1;1;1;1;1983;31;13
17272,180261;19000;1;1;1;1;1967;47;8
11745,403974;17200;1;1;1;2;1925;89;5
16153,330563;7200;2;1;1;1;1944;70;8
31684,591274;31600;2;2;1;1;1943;71;8
41699,09942;30200;2;2;1;1;1927;87;11
44235,392752;26800;4;3;1;2;1956;58;13
31674,659251;19900;1;1;1;1;1956;58;13
63674,891583;42060;4;3;1;2;1963;51;11
26450,995845;39700;1;1;1;2;1949;65;11
49834,980276;41800;5;2;1;1;1966;48;11
40960;29160;4;3;1;1;1953;61;8
813,54242618;10400;2;1;1;2;1979;35;11
42136,617734;51900;1;1;1;2;1971;43;21
15796,165089;13200;1;1;1;2;1930;84;8
69030,309061;10800;4;4;1;1;1958;56;13
15008,08034;7784;4;1;1;2;1974;40;11
42213,418721;20400;2;2;1;1;1959;55;18
16746,810332;8400;1;1;1;2;1924;90;8
23318,034494;11800;1;1;1;2;1930;84;11
42817,54405;37800;2;2;1;1;1974;40;13
15346,954963;6040;1;1;1;2;1927;87;0
18914,322252;9395;2;2;1;2;1937;77;5
54932,137277;26194;3;3;1;1;1958;56;8
26861,967686;19200;2;2;1;1;1940;74;5
35031,704425;31200;2;2;1;2;1952;62;8
21260,117863;16460;1;1;1;1;1964;50;13
40748,608876;31200;2;2;1;1;1944;70;13
18544,661538;16300;1;1;1;2;1937;77;5
32549,120772;19200;1;1;1;2;1930;84;5
31966,517507;38650;3;1;1;2;1967;47;13
38414,294598;30400;4;2;1;2;1972;42;8
47976,834578;35700;2;1;1;2;1974;40;18
12002,199169;16632;3;1;1;1;1974;40;8
78014,84166;66900;3;3;1;1;1955;59;8
84211,406305;70250;4;1;1;2;1980;34;18
18905,238932;17630;1;1;1;1;1992;22;13
17700,608872;11800;1;1;1;2;1943;71;8
19127,535107;12600;1;1;1;2;1929;85;5
44114,524393;33600;3;3;1;2;1954;60;8
38007,019773;27500;2;1;1;1;1949;65;13
39042,190862;29300;3;2;1;2;1951;63;8
40214,123352;26650;2;2;1;2;1940;74;5
32953,903296;23400;2;2;1;2;1941;73;13
46861,882436;36000;3;2;1;2;1966;48;11
18030,118714;15500;1;1;1;2;1970;44;13
11503,135992;12580;1;1;1;2;1966;48;8
55427,994851;17400;3;3;1;1;1946;68;8
17806,592489;15400;1;1;1;2;1921;93;5
19570;17960;2;2;1;2;1957;57;8
19109,931933;17000;2;2;1;2;1941;73;5
11560;12860;1;1;1;2;1927;87;5
22000,107534;20460;2;2;1;2;1949;65;8
15510;13800;2;1;1;1;1968;46;8
20205,637735;22800;1;1;1;1;1931;83;5
37858,377895;27600;2;2;1;1;1949;65;13
16201,845816;15600;1;1;1;1;1930;84;5
46002,285516;29500;4;3;1;1;1961;53;8
9000;7200;2;1;1;2;1994;20;8
7000;10500;3;1;1;1;1961;53;8
10920;10560;1;1;1;2;1948;66;5
16517,87365;14200;1;1;1;2;1947;67;8
6000;13200;1;1;1;2;1952;62;13
28355,456347;22700;1;1;1;2;1945;69;11
15637,083214;13020;1;1;1;1;1947;67;8
51908,059515;31200;3;3;1;1;1948;66;8
31989,128705;21600;3;2;1;1;1958;56;8
20807,73145;32069,6;1;1;1;1;1964;50;8
52652,342675;53200;5;2;1;1;1963;51;13
47343,889772;36060;2;2;1;1;1969;45;8
11400;9700;1;1;1;2;1931;83;5
23234,410514;14400;1;1;1;1;1952;62;8
5400;6000;1;1;1;2;1986;28;8
55040;37200;2;2;1;1;1944;70;13
21369,053009;19600;1;1;1;1;1947;67;11
30919,336776;16300;1;1;1;2;1932;82;5
25313,900027;22800;1;1;1;2;1950;64;8
36016,830094;24300;2;2;3;2;1945;69;8
18057,602729;12200;2;1;1;1;1959;55;8
42594,91557;40600;3;2;1;1;1969;45;16
34269,6;16429,6;3;2;1;2;1970;44;13
15600;7700;1;1;1;2;1973;41;16
31100;45600;2;1;1;2;1959;55;8
55402,045105;23800;1;1;1;2;1961;53;8
16094,609476;16600;1;1;1;2;1939;75;0
21236,868331;20200;1;1;1;1;1959;55;8
22350,45573;12450;1;1;1;2;1936;78;0
66517,096552;28800;3;3;1;2;1960;54;8
39186,698709;24000;3;3;3;1;1988;26;16
42810,784541;26200;2;2;1;2;1969;45;11
13600;6000;2;1;1;1;1962;52;8
2400;4800;1;1;1;1;1972;42;8
55318,804431;25200;4;4;1;1;1970;44;8
32436,168457;18000;1;1;1;2;1973;41;11
21205,969824;12800;1;1;1;1;1951;63;8
25350,135653;28350;3;3;1;1;1960;54;8
27955,418833;19890;3;2;1;1;1949;65;5
22053,51311;19900;1;1;1;1;1938;76;5
52623,724376;75240;2;2;1;1;1935;79;13
34853,915523;32530;2;2;1;1;1935;79;13
15455,83792;12800;1;1;1;1;1936;78;5
37632,4087;28100;3;2;1;1;1960;54;13
14112;13560;1;1;1;1;1970;44;11
38276,524041;29800;1;1;1;1;1964;50;8
40263,567958;23000;2;2;1;1;1941;73;8
22560,132138;20400;1;1;1;1;1952;62;8
38615,70236;28700;2;2;1;2;1943;71;11
41342,512952;52900;4;2;1;2;1975;39;18
14421,84145;20800;1;1;1;1;1978;36;11
21177,111934;15000;1;1;1;1;1932;82;5
18000;18100;2;2;1;1;1962;52;8
32151,163204;35800;3;3;1;2;1965;49;8
31003,665282;46100;2;2;1;2;1975;39;13
14005,497922;9900;1;1;1;1;1955;59;5
13022,343624;9600;1;1;1;2;1938;76;5
27030,980881;19200;1;1;1;2;1926;88;5
26330,632954;15000;1;1;1;2;1926;88;5
35506,435927;30000;2;2;1;1;1962;52;8
18009,336912;10800;1;1;1;2;1958;56;8
18484,239909;13800;1;1;1;1;1934;80;5
22117,373835;16800;2;2;1;2;1940;74;5
15623,504201;15640;2;1;1;1;1941;73;5
9612,0566875;9600;1;1;1;2;1940;74;5
20528,635328;16800;2;1;1;1;1936;78;5
13007,632044;9960;1;1;1;1;1932;82;5
25578,262322;36000;2;2;1;1;1930;84;13
23037,4013;16800;1;1;1;2;1931;83;5
20431,936823;16800;1;1;1;2;1938;76;5
4800;9400;1;1;1;1;1955;59;5
18009,462316;16080;3;1;1;2;1979;35;13
31323,299905;27500;2;2;1;1;1953;61;8
74713,950816;53350;4;2;1;2;1963;51;13
31538,538068;25800;1;1;1;1;1947;67;16
23425,656971;10800;2;2;1;1;1938;76;13
25514,383199;10440;1;1;1;1;1942;72;8
86373,877813;21600;2;2;1;1;1948;66;18
62000;12800;1;1;1;2;1957;57;13
36190;23950;1;1;1;2;1939;75;5
28690,832942;13200;3;2;1;2;1968;46;13
43812,5118;26500;1;1;1;1;1964;50;13
45321,242128;14400;2;2;1;1;1954;60;8
17000;6000;3;1;1;2;1952;62;5
27730,131624;19800;1;1;1;2;1934;80;5
21608,805245;20000;1;1;1;2;1937;77;5
38616,755512;21600;2;2;1;2;1956;58;8
10409,000857;8040;2;1;1;2;1948;66;5
43345,331296;33000;2;2;1;2;1956;58;11
18009,382179;15360;1;1;1;1;1989;25;8
15600;14400;1;1;1;2;1966;48;8
21573,30563;18778;1;1;1;2;1925;89;5
42718,971311;32200;1;1;1;1;1939;75;13
38929,920557;28900;2;2;1;1;1948;66;11
33274,326408;18100;3;2;1;1;1945;69;5
17166,652815;21200;2;2;1;2;1935;79;8
38738,160191;12900;1;1;1;1;1938;76;13
18641,652815;13400;2;1;1;1;1944;70;5
34840,318097;27300;4;1;1;1;1966;48;13
47880,531202;35200;2;2;1;1;1969;45;13
31868,907293;21600;5;3;1;2;1966;48;18
31229,673523;16560;1;1;1;2;1923;91;5
13065,975067;17230;1;1;1;1;1948;66;13
24337,330563;19200;1;1;1;1;1945;69;13
23568,784345;6940;1;1;1;2;1929;85;5
11715,894598;9600;1;1;1;2;1922;92;5
16876,652815;13800;1;1;1;1;1935;79;13
18021,08589;5750;1;1;1;2;1927;87;5
19110,995845;16800;2;1;1;1;1934;80;5
18635,4395;7350;1;1;1;2;1937;77;5
14373,811541;13880;1;1;1;1;1925;89;5
49300;35300;2;1;1;2;1944;70;11
10531,632038;9600;1;1;1;2;1934;80;0
13007,923021;8400;1;1;1;2;1944;70;5
185743,31341;115800;2;2;1;1;1934;80;18
21609,163204;20000;2;1;1;1;1936;78;5
35707,330563;28700;2;2;1;1;1966;48;13
103645,81138;74800;3;3;1;1;1946;68;18
45073,986863;14000;1;1;1;2;1948;66;18
28940,335571;11300;2;2;1;1;1949;65;8
40022,89937;34100;3;2;1;1;1943;71;8
82520,859305;51600;2;2;1;2;1955;59;18
44023,688738;29800;2;2;1;2;1957;57;13
131830,84048;41600;1;1;1;1;1947;67;18
18619,60048;9520;2;1;1;1;1933;81;5
34257,330563;24200;1;1;1;1;1923;91;13
168298,82914;132400;3;3;1;1;1949;65;18
33076,462645;13200;2;2;1;1;1958;56;13
91825,862551;48900;2;2;1;1;1950;64;18
28467,184872;15000;1;1;1;1;1962;52;13
17011,834617;20060;1;1;1;1;1969;45;13
79151,813149;40000;2;2;1;1;1942;72;18
65816,493767;60800;3;2;1;2;1969;45;18
20024,863825;19100;2;1;1;2;1943;71;5
29224,164418;25000;4;2;1;1;1970;44;13
16028,540216;7200;1;1;1;1;1962;52;8
12804,07037;14400;4;1;1;2;1977;37;8
39199,515857;28788;5;2;1;2;1982;32;8
40765,272122;41400;3;2;1;2;1987;27;13
23618,312607;23800;1;1;1;2;1965;49;16
16008,09153;11160;1;1;1;2;1960;54;8
3600;6200;1;1;1;1;1969;45;5
10857,733056;5200;1;1;1;1;1963;51;8
28180,322001;19700;1;1;1;1;1978;36;18
3600;4800;1;1;1;2;1960;54;5
18010,299498;19680;1;1;1;2;1985;29;13
14473,857954;17700;1;1;1;2;1955;59;8
18228,91873;11400;1;1;1;2;1932;82;5
24926,885009;21600;2;1;1;1;1933;81;5
13470,422705;13560;1;1;1;1;1951;63;8
11455,610559;8760;1;1;1;2;1940;74;5
56161,867664;35200;3;3;1;2;1965;49;13
6400;5400;1;1;1;1;1988;26;8
6500;12640;2;1;1;1;1947;67;11
18000;16660;1;1;1;1;1989;25;8
18437,827756;20660;2;2;1;1;1978;36;16
29193,555323;27600;3;2;1;1;1954;60;5
67888,733837;42000;2;2;1;1;1946;68;13
17287;14400;1;1;1;2;1936;78;8
70611,841707;83100;5;3;1;1;1963;51;13
14554;11760;1;1;1;2;1942;72;11
52334,301475;31200;2;2;1;1;1976;38;18
17022,6561;19180;1;1;1;1;1981;33;8
27838,706531;33800;3;1;1;2;1969;45;13
16009,267068;15600;1;1;1;2;1987;27;8
15000;15760;1;1;1;2;1993;21;8
19007,330563;18520;3;2;1;1;1991;23;8
56350,729997;38400;5;3;1;1;1955;59;8
32115,01707;22800;3;2;1;2;1938;76;5
11803,76945;11080;1;1;1;2;1928;86;5
35802,215076;36700;3;2;1;2;1962;52;13
20738,594788;14650;1;1;1;1;1945;69;16
101361,27598;49800;2;2;1;1;1955;59;18
30623,883919;24000;3;1;1;1;1950;64;11
15605,853219;16800;4;1;1;1;1969;45;8
23011,250218;19100;4;2;1;1;1953;61;5
25130,252483;14200;4;3;1;1;1975;39;8
43758,384091;58400;3;2;1;1;1985;29;13
50492,420426;20470;2;2;1;1;1976;38;18
27948,998072;13960;1;1;1;2;1925;89;11
32482,76725;20700;2;2;1;1;1936;78;8
71536,243299;43450;4;4;1;1;1939;75;8
38664,937669;30000;2;2;1;1;1949;65;5
46651,271845;24000;3;2;1;1;1946;68;5
29483,056305;14000;2;2;1;1;1929;85;5
70029,875337;22424;2;2;1;1;1925;89;18
33018,326408;19800;2;1;1;2;1989;25;13
23262,979223;22700;2;2;1;2;1957;57;8
14156,652815;15400;2;2;1;2;1981;33;13
34012,897391;25350;2;2;1;2;1976;38;8
26249,049536;24560;3;2;1;2;1973;41;11
13259,163204;14050;1;1;1;2;1959;55;8
25256,926992;21400;1;1;1;1;1943;71;11
22753,057118;18600;2;1;1;1;1935;79;13
14922,332286;11400;1;1;1;2;1934;80;5
26857,645929;23100;2;2;1;1;1947;67;11
9222,7465623;7040;1;1;1;2;1939;75;5
25135,14233;39400;3;2;1;1;1953;61;5
24859,309543;12000;1;1;1;1;1968;46;13
45334,077547;29600;4;3;1;2;1965;49;13
34888,825544;19200;1;1;1;1;1974;40;13
130049,04254;11800;1;1;1;1;1975;39;11
7005,3398225;15700;1;1;1;1;1993;21;11
55811,974023;35300;2;2;1;1;1947;67;8
86911,703441;52920;4;2;1;1;1961;53;18
58719,829142;36400;4;2;1;1;1968;46;13
52154,979223;44800;6;4;1;1;1950;64;8
52264,937669;24600;3;2;1;1;1956;58;13
50328,831647;42100;4;2;1;2;1967;47;13
25622,71014;23600;1;1;1;2;1966;48;11
31171,632038;13200;1;1;1;2;1946;68;18
69196,728666;24440;2;2;1;2;1943;71;18
65124,126159;30290;3;3;1;1;1958;56;13
89110,522895;79450;2;2;1;1;1947;67;13
29316,732917;20390;1;1;1;2;1963;51;13
45283,280487;30900;5;2;1;1;1968;46;13
27991,045811;19200;3;1;1;2;1966;48;18
23003,889121;16800;1;1;1;1;1979;35;13
6370;6580;1;1;1;2;1945;69;18
40063,628629;22800;2;2;1;1;1940;74;11
78592,590588;29200;3;2;1;1;1954;60;13
24016,81417;23800;1;1;1;1;1957;57;8
41068,959623;14400;3;2;1;1;1992;22;18
18007,334718;16300;1;1;1;2;1989;25;8
44017,077525;15600;2;2;1;1;1976;38;13
17008,035831;18000;1;1;1;1;1988;26;13
24100;19100;1;1;1;2;1931;83;5
44286,652815;17800;2;2;1;1;1953;61;5
42107,330563;26700;3;3;1;1;1935;79;5
23320;18800;2;2;1;1;1945;69;5
20996,765233;15500;1;1;1;2;1953;61;8
45636,811864;32000;2;2;1;2;1954;60;8
28580,65512;21600;3;1;1;1;1970;44;13
15205,219001;14000;1;1;1;2;1959;55;8
14800;12400;1;1;1;2;1927;87;8
20415,992627;18600;2;1;1;2;1955;59;5
28695,492447;19200;1;1;1;1;1934;80;8
23223,814269;16000;1;1;1;1;1927;87;5
26603,665282;17900;1;1;1;2;1923;91;5
21303,665282;21500;1;1;1;2;1930;84;16
23942,068201;21800;1;1;1;1;1949;65;13
31082,661126;23500;2;2;1;1;1947;67;8
20696,818718;12830;1;1;1;1;1959;55;13
57254,555288;22400;1;1;1;1;1966;48;18
9100;9380;1;1;1;2;1949;65;5
45008,284853;18380;3;3;1;2;1969;45;11
39533,066703;32400;2;2;1;1;1942;72;8
37431,264076;21600;2;1;1;2;1958;56;13
49142,205086;24000;4;2;1;1;1972;42;13
19221,991689;21000;4;1;1;2;1978;36;8
27021,713128;16000;4;3;1;1;1969;45;11
24657,115057;19740;4;1;1;2;1987;27;11
22936,063378;16000;1;1;1;2;1927;87;5
16300;8400;1;1;1;1;1946;68;13
26759,916891;32000;2;2;1;1;1941;73;8
28540,342958;14400;2;2;1;2;1956;58;8
54139,417157;16300;2;2;1;1;1950;64;18
55924,248843;33200;2;2;1;2;1964;50;11
74320,830489;66000;2;2;1;1;1948;66;18
62675,951626;54400;5;4;1;1;1967;47;13
0;9600;1;1;1;2;1965;49;8
34907,330563;49460;5;2;1;1;1981;33;13
28846,906495;9000;1;1;1;2;1962;52;18
14454,979223;10800;1;1;1;1;1950;64;11
100593,94554;40050;5;3;1;1;1962;52;18
45362,543689;56400;1;1;1;2;1939;75;18
8806,4252815;14950;1;1;1;1;1969;45;13
41459,935067;39600;3;2;1;1;1953;61;13
99776,078892;93600;3;3;1;1;1948;66;8
16633,722582;15700;1;1;1;2;1933;81;5
20953,80922;22200;1;1;1;2;1937;77;0
19537,150904;20600;1;1;1;2;1953;61;13
80254,257622;20400;3;3;1;1;1952;62;13
41183,318426;32400;1;1;1;2;1956;58;8
24238,959632;22400;1;1;1;1;1931;83;11
24132,333151;19200;2;1;1;1;1938;76;5
27226,021934;20400;1;1;1;2;1947;67;5
24817,095073;16800;1;1;1;2;1972;42;13
18010,224918;19600;3;1;1;2;1969;45;8
31015,497214;32200;2;2;1;1;1957;57;8
22805,67166;18600;1;1;1;2;1984;30;13
16678,571857;14400;1;1;1;2;1933;81;0
22505,097334;18820;2;2;1;1;1935;79;5
18786,806443;24800;1;1;1;2;1949;65;8
35677,054703;22500;2;2;1;1;1941;73;8
31373,254595;31700;2;2;1;1;1939;75;8
40556,985693;32600;2;2;1;1;1946;68;8
21012,066415;14400;1;1;1;1;1958;56;11
17018,923118;20800;1;1;1;1;1955;59;13
36427,059125;32200;3;2;1;1;1955;59;13
42796,662914;31200;3;2;1;2;1978;36;13
11850;10600;1;1;1;2;1933;81;5
10538;10500;2;2;1;2;1945;69;5
22930,557219;14400;1;1;1;2;1940;74;5
58490,893359;43200;2;2;1;1;1948;66;13
23117,445556;19200;2;2;1;2;1960;54;8
18482,950033;15600;1;1;1;1;1934;80;5
67990,952352;44400;2;2;1;1;1943;71;18
30630,43814;31200;3;2;1;2;1965;49;8
25245,38968;24000;2;2;1;2;1978;36;8
8475,0362321;13100;1;1;1;1;1969;45;8
17311,011246;13800;1;1;1;2;1972;42;13
10626,643526;10560;1;1;1;2;1982;32;13
14000;18100;1;1;1;1;1987;27;13
24222,777779;19200;1;1;1;2;1970;44;11
50331,123892;31900;3;2;1;1;1989;25;8
36011,705529;24600;2;2;1;2;1988;26;13
68782,745377;54700;2;2;1;1;1950;64;8
19445,391689;17400;1;1;1;2;1925;89;5
47545,11006;24000;3;2;1;2;1964;50;13
42241,913581;37500;2;2;1;1;1947;67;13
68169,07683;32000;5;3;1;2;1974;40;13
42305,063211;24700;2;2;1;2;1939;75;13
52417,089382;34400;3;3;1;2;1960;54;8
64005,537532;46400;2;2;1;1;1955;59;13
53079,081518;36000;2;2;1;2;1941;73;8
28255,076273;21000;1;1;1;2;1950;64;11
27051,339144;20400;1;1;1;2;1956;58;8
